id,name,salary_from,salary_to,salary_currency,experience,schedule,employment,description,requirements,responsibility,skills,published_at
121990510,Data Scientist,,,,От 1 года до 3 лет,Полный день,Полная занятость,"<p>Команда занимается развитием рабочего места «Центр торгов» Департамента по работе с государственным сектором. Мы работаем над оптимизацией процессов анализа данных и автоматизации принятия решений при работе с аукционной документацией. Перед тобой стоит важная задача – участвовать в создании и развитии моделей машинного обучения, которые помогут нашим трейдерам принимать быстрые и точные решения на основе больших объемов данных.</p><h3><strong>Обязанности</strong></h3> <ul> <li>разработка и внедрение моделей машинного обучения для анализа аукционных данных и прогнозирования поведения рынка</li> <li>проведение исследований и экспериментов с различными алгоритмами и методами обработки данных</li> <li>анализ и интерпретация результатов моделирования, подготовка отчетов и рекомендаций для бизнеса</li> <li>оптимизация существующих моделей и разработка новых подходов к решению задач</li> <li>участие в проектной деятельности команды, взаимодействие с бизнес-заказчиками и другими специалистами.</li> </ul><h3><strong>Требования</strong></h3> <ul> <li>высшее техническое образование (математика, статистика, информатика)</li> <li>опыт работы с большими данными и инструментами анализа данных (Python, R, SQL)</li> <li>уверенное знание методов машинного обучения и глубокого обучения (PyTorch, TensorFlow)</li> <li>опыт работы с библиотеками для обработки данных (numpy, pandas, scikit-learn)</li> <li>навыки визуализации данных (Matplotlib, Seaborn)</li> <li>опыт работы с языковыми моделями (наример GigaChat).</li> </ul><h3><strong>Условия</strong></h3> <ul> <li>комфортный современный офис</li> <li>возможность выбрать удобный график – офис/гибрид</li> <li>ежегодный пересмотр зарплаты и годовую премию</li> <li>корпоративный спортзал и зоны отдыха</li> <li>более 400 образовательных программ СберУниверситета для профессионального и карьерного развития</li> <li>программа адаптации и помощь руководителя на старте</li> <li>расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров</li> <li>вознаграждение за рекомендацию друзей в команду Сбера.</li> </ul>",,,[],2025-06-24T10:16:01+0300
122087179,Инженер по работе с данными (Data Scientist - Performance & Revenue Analytics),,,,От 3 до 6 лет,Полный день,Полная занятость,"<p><strong>Мы - команда Пауэр Тех, специализирующаяся на создании высоконагруженных сервисов в сфере AdTech. В настоящее время мы ищем в нашу команду в офис г. Рязань аналитика-исследователя, специализирующегося на анализе данных о производительности и оптимизации доходов. </strong></p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Анализ больших массивов данных для выявления ключевых тенденций и закономерностей на макроуровне, с целью обеспечения роста доходов.</p> </li> <li> <p>Предоставление практических рекомендаций для оптимизации работы компании и выявления новых возможностей.</p> </li> <li> <p>Разработка и мониторинг показателей эффективности (KPI) и метрик для оценки эффективности рекламных кампаний и других видов деятельности. Постоянный поиск возможностей оптимизации работы.</p> </li> <li> <p>Использование передовых методов анализа данных для прогнозирования показателей выручки, предсказания тенденций и моделирования потенциальных бизнес-результатов.</p> </li> <li> <p>Тесное взаимодействие с отделами продаж, маркетинга и продуктовой разработки для согласования стратегических целей и обеспечения принятия решений на основе данных.</p> </li> <li> <p>Создание автоматизированных конвейеров данных и дашбордов для отслеживания эффективности и получения информации в режиме реального времени. Обеспечение доступности и понятности данных для различных команд.</p> </li> <li> <p>Настройка A/B-тестов для обеспечения оптимизации рекламного инвентаря на самом высоком уровне.</p> </li> <li> <p>Анализ и устранение неполадок в наборах данных и отчетах об эффективности.</p> </li> <li> <p>Создание решений для повышения эффективности рекламных кампаний и других бизнес-процессов.</p> </li> <li> <p>Глубокое понимание внутренних платформ отчетности и платформ SSP.</p> </li> <li> <p>Быть в курсе последних тенденций, инструментов и передового опыта в сфере рекламных технологий.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>3+ лет практического опыта работы с большими массивами данных, анализа сложных данных и повышения эффективности бизнеса, используя машинное обучение (предпочтительно в сфере рекламных технологий или цифрового маркетинга).</p> </li> <li> <p>Опыт работы с DevOps или MLOps для развертывания кода или моделей в рабочей среде.</p> </li> <li> <p>Уверенное владение инструментами и языками анализа данных - Python (Pandas, NumPy), SQL и платформами визуализации данных (Matplotlib, Plotly желательно).</p> </li> <li> <p>Опыт работы с реляционными (PostgreSQL, MySQL или Oracle, MariaDB) и аналитическими (Clickhouse, Greenplum) базами данных.</p> </li> <li> <p>Опыт анализа данных на макроуровне - понимание тенденций рынка, поведения клиентов и возможностей оптимизации доходов.</p> </li> <li> <p>Отличные аналитические навыки и умение решать проблемы, способность преобразовывать данные в действенные бизнес-стратегии, быстро работать с разными моделями.</p> </li> <li> <p>Способность эффективно работать в команде и взаимодействовать с различными отделами для достижения общих целей.</p> </li> <li> <p>Навык быстро понимать бизнес-контекст.</p> </li> <li> <p>Хорошие коммуникативные навыки (в том числе для представления информации нетехнической аудитории).</p> </li> <li> <p>Высокая адаптивность и открытость к обратной связи.</p> </li> <li> <p>Уверенный английский язык (письменный и устный).</p> </li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li> <p>Опыт работы с рекламными технологиями, включая рекламные серверы, SSP и DSP.</p> </li> <li> <p>Опыт работы с Google Spreadsheets, Jupyter Notebook.</p> </li> <li> <p>Опыт работы с big data и облачными платформами (AWS, Google Cloud и т. д.).</p> </li> <li> <p>Знание A/B-тестирования и других методов оптимизации.</p> </li> <li> <p>Опыт интеграции с Power BI, Tableau, Looker и подобными.</p> </li> <li> <p>Знание методов и алгоритмов машинного обучения для улучшения аналитики производительности.</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li> <p>Гибкое начало рабочего дня.</p> </li> <li> <p>Работа в аккредитованной IT компании.</p> </li> <li> <p>Официальное трудоустройство, оплачиваемый отпуск и больничные.</p> </li> <li> <p>Конкурентоспособная зарплата, соответствующая твоему профессиональному уровню.</p> </li> <li> <p>Комфортабельный офис в центре города.</p> </li> <li> <p>Возможности для профессионального развития.</p> </li> <li> <p>Дружный коллектив и комфортная рабочая атмосфера.</p> </li> <li> <p>Обеды за счет компании.</p> </li> <li> <p>Чай, кофе, печеньки для эффективной работы.</p> </li> </ul>",,,"['Английский язык', 'PostgreSQL', 'MySQL', 'Clickhouse', 'Plotly', 'ORACLE', 'Matplotlib', 'Jupyter Notebook', 'Power BI', 'Python', 'Визуализация данных', 'Greenplum', 'DevOps', 'Big Data']",2025-06-29T10:43:57+0300
120574163,Data Scientist,,,,От 1 года до 3 лет,Полный день,Полная занятость,"<p>Центр персонализации и аналитики розничного бизнеса в поисках Data Scientist</p> <p><strong>Ключевые задачи:</strong></p> <ul> <li>Полный цикл разработки моделей машинного обучения (классификация, регрессия, рекомендательные системы, анализ причинности)</li> <li>Разработка end-to-end LLM-приложений</li> </ul> <p><strong>Мы ожидаем от кандидатов:</strong></p> <ul> <li>Высшее образование</li> <li>Знание Python, в том числе библиотеки: pandas, numpy, scikit-learn, pytorch/jax/tensorflow</li> <li>Знание SQL, Git, методов тестирования гипотез</li> <li>Будет преимуществом опыт работы с FastAPI / Flask / Django, Streamlit / Gradio, DoWhy / EconML / CausalML, LLM фрэймворками (LangChain / LLamaIndex), Selenium / Playwright, BeautifulSoup / Scrapy, Docker</li> <li>Инициативность, креативность, коммуникативность, умение работать в команде</li> </ul> <p><strong>Вы получите:</strong></p> <ul> <li>Возможность работать в команде профессионалов и получать передовой опыт</li> <li>Конкурентоспособную заработную плату и возможность влиять на свой доход</li> <li>Привлекательный социальный пакет (страховка после полугода работы, материальная помощь к отпуску, премирование, бонус в конце года)</li> </ul> <p>*Вакансия, планируемая к созданию (перспективная)</p> <div> </div>",,,[],2025-06-28T16:16:59+0300
121605101,Data scientist,,,,От 3 до 6 лет,Полный день,Полная занятость,"<p><strong>Пройдемся по основным задачам:</strong></p> <ul> <li>Сбор, обработка, анализ и интерпретация больших данных.</li> <li>Строить и совершенствовать модели машинного обучения (LGBM, XGBoost).</li> <li>Разрабатывать и оптимизировать систему автоматизированного принятия решений.</li> </ul> <p><strong>Вы подходите нам, если у вас есть:</strong></p> <ul> <li>Высшее образование в области: математика, прикладная физика, ИТ.</li> <li>Опыт анализа больших массивов структурированных и неструктурированных данных.</li> <li>Опыт построения моделей и запуск в продакшн.</li> <li>Продвинутые навыки программирование на Python и SQL.</li> <li>Логическое мышление, аналитический склад ума, хорошие коммуникативные навыки, стрессоустойчивость.</li> </ul> <p><strong>Будет плюсом, если у вас есть :</strong></p> <ul> <li>Опыт работы с Docker, FastAPI, опыт работы в рисках (банки) или CV.</li> <li>Призовые места на олимпиадах по математике.</li> </ul>",,,"['SQL', 'Анализ данных', 'Базы данных']",2025-06-27T13:11:26+0300
122036769,Data Scientist (Кипр),4000.0,,EUR,От 1 года до 3 лет,Полный день,Полная занятость,"<div>Крупная международная компания, специализирующаяся на создании передовых решений в области iGaming, в поиске<strong> Data Scientist в офис в Лимасоле (Кипр).</strong></div> <div><br /><strong>Что от вас требуется:</strong></div> <div>- опыт работы с ML-моделями: классификация, регрессия, рекомендации;</div> <div>- владение методами feature engineering и оценкой качества моделей;</div> <div>- отличное знание SQL и Python (pandas, numpy, seaborn);</div> <div>- опыт проведения A/B-тестов, статистики и причинно-следственного анализа;</div> <div>- опыт работы на аналогичной позиции от 3-х лет;</div> <div>- высшее профильное образование или коммерческий опыт в топовых Российских компаниях;</div> <div>- наличие GitHub с проектами и портфолио с кейсами.</div> <div><br /><strong>Что будет входить в круг ваших обязанностей:</strong></div> <div>- построение моделей и формулирование предсказаний, которые реально работают;</div> <div>- анализ продуктовых метрик, поиск закономерностей и помощь команде в принятии эффективных решений;</div> <div>- поиск точек роста продукта и генерация гипотез и предложений;</div> <div>- выстраивание инфраструктуры для автоматизированного мониторинга и анализа.</div> <div><br /><strong>Что вас ждет:</strong><br />- профессиональное развитие и применение своих навыков в международной компании;<br />-<strong> работа в современном офис в г. Лимассол, Кипр (удаленку и гибрид не рассматриваем);</strong><br />- уровень заработной платы готовы обсуждать на интервью;<br />- график работы: 5/2, гибкое начало рабочего дня с 8-10;<br />- дополнительные бонусы (бесплатные ланчи 2 раза в день, индексация зарплаты, компенсация спортзала и курсов английского и т.д.).</div>",,,"['Python', 'Математическая статистика', 'ML-модели', 'Data Science', 'Big Data', 'Deep Learning', 'SQL', 'Алгоритмы и структуры данных', 'Исследовательский анализ данных', 'Математический анализ']",2025-06-25T09:45:00+0300
122063811,Senior Data Scientist,,,,От 3 до 6 лет,Удаленная работа,Полная занятость,"Мы ищем <strong>Senior Data Scientist</strong> для усиления команды наших партнеров , которая развивает персонализированные взаимодействия с миллионами пользователей. Цель — сделать коммуникации умными, уместными и полезными. Мы активно внедряем AI/ML-подходы, чтобы повысить эффективность маркетинговых кампаний, улучшить взаимодействие с пользователем, сегментацию, прогнозирование и рекомендации.<br /><br /><strong>Что предстоит делать:</strong> <ul> <li> <p>Разрабатывать и внедрять ML-модели для задач CRM:<br />- Предсказание отклика на кампании (uplift, churn, propensity models);<br />- Персонализированные рекомендации и офферы;<br />- Оптимизация расписания и каналов коммуникаций.</p> </li> <li> <p>Анализировать пользовательское поведение, сегментировать аудиторию;</p> </li> <li> <p>Совместно с продуктами и маркетингом формулировать и проверять гипотезы;</p> </li> <li> <p>Работать с большими объёмами данных: событийка, транзакции, клиентские профили;</p> </li> <li> <p>Обеспечивать интерпретируемость моделей, участвовать в A/B тестированиях;</p> </li> <li> <p>Поддерживать продуктивные пайплайны, работать с ML-инфраструктурой.<br /><br /><strong>Технологии и стек:</strong></p> </li> <li> <p>​​​Языки: Python (pandas, pytorch), SQL;</p> </li> <li> <p>ML/DS: MLflow, Airflow, Jupyter, LGBM, BERT, LLM;</p> </li> <li> <p>Хранение данных: ClickHouse, PostgreSQL, MongoDB;</p> </li> <li> <p>Инфраструктура: Docker, Git, CI/CD;</p> </li> <li> <p>BI и аналитика: Tableau, Superset.</p> </li> </ul> <strong>Что мы ожидаем от тебя:</strong> <ul> <li> <p>Опыт работы Data Scientist от 3 лет+ ;</p> </li> <li> <p>Отличные знания Python и SQL;</p> </li> <li> <p>Понимание методов ML и статистики: классификация, регрессия, ранжирование, uplift-моделирование, LLM;</p> </li> <li> <p>Умение объяснять сложные вещи простым языком (работа с продуктами и маркетингом);</p> </li> <li> <p>Практика A/B-тестов и causal inference — будет плюсом;</p> </li> <li> <p>Опыт вывода моделей в продакшн — желательно;</p> </li> <li> <p>Командность, критическое мышление и инициативность.<br /><br /><strong>Что мы предлагаем:​​​​</strong></p> </li> <li> <p>Работа над реально применимыми ML-фичами, которые видят миллионы пользователей;</p> </li> <li> <p>Возможность влиять на развитие продуктов компании;</p> </li> <li> <p>Продуктовая культура, умная команда, дружелюбная атмосфера;</p> </li> <li> <p>Компенсация 50% занятий английским на платформе Skyeng;</p> </li> <li>4 дополнительных day off;</li> <li>Минимум бюрократии и отсутствие строгого дресс-кода.</li> </ul>",,,[],2025-06-28T16:24:28+0300
122011891,Data Scientist,4000.0,,EUR,От 1 года до 3 лет,Полный день,Полная занятость,"<div>Крупная международная компания, специализирующаяся на создании передовых решений в области iGaming, в поиске<strong> Data Scientist </strong>в офис в Лимасоле.</div> <div><br /><strong>Что от вас требуется:</strong></div> <div>- опыт работы с ML-моделями: классификация, регрессия, рекомендации;</div> <div>- владение методами feature engineering и оценкой качества моделей;</div> <div>- отличное знание SQL и Python (pandas, numpy, seaborn);</div> <div>- опыт проведения A/B-тестов, статистики и причинно-следственного анализа;</div> <div>- опыт работы на аналогичной позиции от 3-х лет;</div> <div>- высшее профильное образование или коммерческий опыт в топовых Российских компаниях;</div> <div>- наличие GitHub с проектами и портфолио с кейсами.</div> <div><br /><strong>Что будет входить в круг ваших обязанностей:</strong></div> <div>- построение моделей и формулирование предсказаний, которые реально работают;</div> <div>- анализ продуктовых метрик, поиск закономерностей и помощь команде в принятии эффективных решений;</div> <div>- поиск точек роста продукта и генерация гипотез и предложений;</div> <div>- выстраивание инфраструктуры для автоматизированного мониторинга и анализа.</div> <div><br /><strong>Что вас ждет:</strong></div> <div>- удаленный формат работы из любой страны на время испытательного срока;</div> <div>- своевременная индексация заработной платы;</div> <div>- команда профессионалов, увлеченных своим делом;</div> <div>- медицинское страхование;</div> <div>- бесплатные завтраки и обеды в офисе в Лимасоле;</div> <div>- компенсация курсов английского и греческого языка в размере 50%;</div> <div>- компенсация абонемента в спортзал;</div> <div>- регулярные тимбилдинги и корпоративы.</div>",,,"['Python', 'Математическая статистика', 'ML-модели', 'Data Science', 'Big Data', 'Deep Learning', 'SQL', 'Алгоритмы и структуры данных', 'Исследовательский анализ данных', 'Математический анализ']",2025-06-24T14:51:56+0300
121854579,Senior Data Scientist / Дата-сайентист,5000.0,7000.0,USD,Более 6 лет,Удаленная работа,Полная занятость,"<div> <p>Do you have broad hands-on experience with applying regression, (boosted) trees, ensemble learning and time series-based Machine Learning in a business context?</p> <p>The Data &amp; Analytics team designs, builds, and maintains a set of solutions that are critical to our business.</p> <p>These solutions comprise for example, weather-driven models, electricity price, supply and demand forecasting models and apply them to trading in the European Power Exchange markets.</p> <p>We are a fast-growing team that works with a modern cloud stack, such as Google GCP Kubernetes, Terraform, Grafana, and adopts a dynamic fast learning environment.</p> <p>Data scientists themselves work daily with software engineers, product owners and business stakeholders.</p> <p><em><strong>Your challenges:</strong></em></p> <p>- You are responsible for developing new models for electricity supply and demand dynamics in different European countries to translate data into business decisions</p> <p>- You will maintain and improve the performance of the existing models and introduce innovative ideas for ML model developments and model pipeline management of predictive algorithms.</p> <p>- You will co-develop and execute roadmap for data analytics solutions.</p> <p>- You will partner with senior software engineers and business market analysts to contribute to large scale strategic projects as well as ongoing operational activities.</p> <p>- You will develop and monitor several model performances and be owner of some of the models’ KPIs</p> <p><strong><em>Why you will love it:</em></strong></p> <p>-You will be part of team and culture, that continuously grows and improves itself, fosters knowledge sharing and promotes excellence in the way the company delivers its product to customers.</p> <p>- Be part of a company dedicated to renewable energy with a wider mission to help in successful transition to green energy.</p> <p>- You will have a big impact on the bottom line of the company through the results of your machine learning models</p> <p>- You will work with state-of-the-art technologies, and you will influence the choice of new tools &amp; technologies.</p> <p>- You will deal with a diverse set and growing set of data (commercial data, customer data, market data and product data).</p> <p>- You go beyond prototyping and ship your code to production and have an impact in profitability from different European markets and at a later stage from the US market.</p> <p><em><strong>You will be successful in this position if you:</strong></em></p> <p>- Have a passion for solving data related challenges.</p> <p>- Have expertise in stochastic optimization techniques for decision-making under uncertainty, with applications in dynamic systems such as energy markets and trading strategies.</p> <p>- Have at least 15 years of working experience and understanding of predictive modelling of structured data, like regression, time series analysis and forecasting, ensemble learning, XGB statistics and machine learning.</p> <p>- Have a passion to learn about how the power exchange market functions</p> <p>- Have a Masters or PhD in field where statistical understanding of data is central (e.g. Mathematics, Econometrics, Statistical physics, or equivalent).</p> <p>- Have Cloud computing and platforms experience.</p> <p>- Are a proven communicator with technical teams.</p> <p><strong>Ищем эксперта в области машинного обучения и анализа данных</strong></p> <p>У вас есть обширный практический опыт применения регрессии, (усиленных) деревьев, ансамблевого обучения и методов машинного обучения на основе временных рядов в бизнес-контексте?</p> <p>Команда Data &amp; Analytics разрабатывает, внедряет и поддерживает решения, критически важные для нашего бизнеса.</p> <p>Среди них — модели, зависящие от погодных условий, прогнозирование цен на электроэнергию, а также моделей спроса и предложения, применяемые для трейдинга на европейских энергетических биржах.</p> <p>Наша команда быстро растёт и работает с современным облачным стеком, таким как Google GCP, Kubernetes, Terraform, Grafana, в динамичной среде, ориентированной на быстрое обучение.</p> <p>Data Scientists ежедневно сотрудничают с инженерами-программистами, продакт-менеджерами и бизнес-экспертами.</p> <p>Ваши задачи:</p> <ul> <li> <p>Разработка новых моделей, отражающих динамику спроса и предложения электроэнергии в разных странах Европы, с целью превращения данных в бизнес-решения.</p> </li> <li> <p>Поддержка и улучшение существующих моделей, внедрение инноваций в области машинного обучения и управление пайплайнами предиктивных алгоритмов.</p> </li> <li> <p>Совместная разработка и реализация дорожной карты аналитических решений.</p> </li> <li> <p>Работа в связке с опытными программистами и рыночными аналитиками над стратегическими проектами и текущими задачами.</p> </li> <li> <p>Разработка и мониторинг моделей, ответственность за ключевые показатели (KPI) ряда моделей.</p> </li> </ul> <p>Почему вам понравится эта работа:</p> <ul> <li> <p>Вы станете частью команды и культуры, ориентированных на постоянный рост, обмен знаниями и стремление к совершенству.</p> </li> <li> <p>Работа в компании, посвящённой возобновляемым источникам энергии, с миссией содействовать переходу к зелёной энергетике.</p> </li> <li> <p>Ваши модели машинного обучения будут оказывать прямое влияние на финансовые результаты компании.</p> </li> <li> <p>Работа с передовыми технологиями и участие в выборе новых инструментов и решений.</p> </li> <li> <p>Работа с разнообразными и постоянно растущими наборами данных (коммерческими, клиентскими, рыночными и продуктовыми).</p> </li> <li> <p>Вы не ограничитесь прототипированием — ваш код будет внедрён в продакшн и повлияет на прибыльность как на европейских рынках, так и в будущем на рынке США.</p> </li> </ul> <p>Чтобы преуспеть на этой позиции, вы должны:</p> <ul> <li> <p>Страстно относиться к решению задач, связанных с данными.</p> </li> <li> <p>Иметь опыт в стохастической оптимизации для принятия решений в условиях неопределённости, особенно применительно к динамическим системам, таким как энергетические рынки и торговые стратегии.</p> </li> <li> <p>Обладать минимум 15-летним опытом в предиктивном моделировании структурированных данных: регрессия, анализ и прогнозирование временных рядов, ансамблевое обучение, статистика XGB и машинное обучение.</p> </li> <li> <p>Проявлять интерес к тому, как функционирует рынок электроэнергии.</p> </li> <li> <p>Иметь степень магистра или PhD в области с сильным статистическим уклоном (например, математика, эконометрика, статистическая физика или аналогичная область).</p> </li> <li> <p>Иметь опыт работы с облачными вычислениями и платформами.</p> </li> <li> <p>Уметь эффективно коммуницировать с техническими командами.</p> </li> </ul> </div>",,,"['PyTorch', 'XGBoost', 'Алгоритмы и структуры данных', 'Regression Analysis', 'Time Series Analysis', 'Scikit-learn', 'TensorFlow', 'Python', 'Математическая статистика']",2025-06-28T17:46:50+0300
120811194,Data Scientist (в Белград),,,,От 3 до 6 лет,Полный день,Полная занятость,"<p>Присоединяйтесь к нашей международной компании, воплощающей надежные и передовые IT-решения для индустрии iGaming! Мы ищем талантливого <strong>Data Scientist</strong>, готового принимать вызовы и преображать данные в ценные инсайты.</p> <p><strong>Ваша миссия:</strong></p> <ul> <li>анализ целей бизнеса, метрик и алгоритмов машинного обучения, а также доступных и необходимых данных;</li> <li>формулирование и проверка гипотез;</li> <li>выделение признаков из данных для применения алгоритмов машинного обучения (Feature Engineering);</li> <li>создание предиктивных моделей;</li> <li>планирование и анализ A/B тестирования моделей в продакшн;</li> <li>разработка необходимых компонентов для ML-пайплайнов;</li> <li>ведение документации с описанием алгоритмов и моделей, с соответствующим анализом.</li> </ul> <p><strong>Ваши навыки:</strong></p> <ul> <li>уверенное владение Python;</li> <li>опыт работы в IT продуктовых компаниях;</li> <li>опыт работы с библиотеками и фреймворками Data Science, такими как pandas, sklearn, scipy, matplotlib, catboost и др.;</li> <li>знание основ статистического анализа и его применение;</li> <li>опыт проведения A/B тестирования;</li> <li>понимание классических методов и алгоритмов машинного обучения, с опытом их применения на практике;</li> <li>базовые навыки SQL запросов;</li> <li>опыт работы с Git и Docker.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>опыт работы с MLflow / KubeFlow / ClearML;</li> <li>знание GitLab CI/CD;</li> <li>опыт работы с Airflow / Argo;</li> <li>работа с различными базами данных и создание витрин.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>конкурентную заработную плату, соответствующую вашему уровню навыков и ожиданиям;</li> <li>помощь с релокацией в Сербию;</li> <li>интересные задачи, перспективные проекты и передовые технологии;</li> <li>работу в креативной и дружной русскоязычной команде.</li> </ul> <p>Мы верим в современный подход к управлению процессами и временем, где ваше мнение имеет значение, и вместе мы можем воплощать самые амбициозные идеи!</p> <p>Присоединяйтесь к нам и станьте частью нашей вдохновляющей команды!</p>",,,[],2025-06-27T11:07:23+0300
119705838,Data Scientist,,,,От 3 до 6 лет,Удаленная работа,Полная занятость,"<p>With over 50 products and 2 billion installs worldwide, AIBY is at the forefront of mobile-first product development with a focus on AI technology. Innovation and team spirit are the backbones of our company, and thanks to them, we are proud of titles like ChatOn, iScanner, ARTA, Writely, Solvo, Forma, OnSkin, and Plantum. At AIBY, you can enjoy the work you do while helping millions of people.</p> <p>Due to the growing number of projects and tasks, we’re looking for a <strong>Data Scientist</strong> to join our team.</p> <p><strong>What you will do:</strong></p> <ul> <li> <p>Develop ML models</p> </li> <li> <p>Develop and improve the user LTV calculation model</p> </li> <li> <p>Develop and strengthen user scoring models</p> </li> <li> <p>Develop and enhance text generation algorithms using LLMs or other models</p> </li> <li> <p>Visualize data</p> </li> </ul> <p><strong>What you should have:</strong></p> <ul> <li> <p>Understanding of statistical modeling and analysis, ML for predicting user behavior, segmentation, and churn</p> </li> <li> <p>Advanced knowledge of Python</p> </li> <li> <p>Experience with SQL and ETL processes</p> </li> <li> <p>At least 1 year of experience with data visualization tools (Tableau is a plus)</p> </li> <li> <p>Understanding of mobile app analytics (including ROI, ARPU, LTV, and other key metrics)</p> </li> <li> <p>Higher education in a technical or mathematical field</p> </li> </ul> <p><strong>What we offer:</strong></p> <ul> <li>A friendly and supportive team of professionals</li> <li>Direct influence on the quality of our products</li> <li>Opportunity to work remotely</li> <li>Medical insurance</li> <li>English courses</li> <li>Sports reimbursement program</li> <li>Compensation for psychological counseling</li> <li>Reimbursement of professional courses and training</li> <li>Variety of corporate events and team-building activities</li> <li>Paid vacations, sick days, and other benefits</li> </ul> <div>Размещены сведения о перспективном рабочем месте.</div>",,,"['Python', 'SQL', 'MySQL', 'Английский язык', 'Визуализация данных']",2025-06-26T16:46:25+0300
